customer_id,tenure,city_tier,preferred_payment_mode,prefered_order_cat,satisfaction_score,complain,order_count,day_since_last_order,cashback_amount,churn
52511,1.0,1,Debit Card,Mobile Phone,4,0,3,0.0,189.8,0
52512,21.0,3,Credit Card,Mobile Phone,5,0,3,4.0,169.35,0
52513,6.0,2,Credit Card,Mobile Phone,5,0,2,9.0,153.15,0
52514,7.0,3,Debit Card,Mobile Phone,1,0,2,1.0,236.17,0
52515,10.0,3,E wallet,Laptop & Accessory,3,0,3,4.0,109.32,0
52516,26.0,3,Credit Card,Others,3,0,3,9.0,198.7,0
52517,0.0,1,UPI,Laptop & Accessory,1,0,3,3.0,192.24,0
52518,6.0,1,UPI,Mobile Phone,3,0,3,4.0,71.35,0
52519,12.0,2,Credit Card,Laptop & Accessory,3,1,1,0.0,238.36,0
52520,13.0,2,UPI,Laptop & Accessory,4,1,1,10.0,193.68,0
52521,12.0,3,E wallet,Fashion,5,0,2,0.0,147.79,0
52522,1.0,1,COD,Others,3,0,7,4.0,175.12,0
52523,4.0,1,UPI,Fashion,4,0,3,3.0,235.11,0
52524,4.0,1,E wallet,Laptop & Accessory,3,0,4,0.0,201.75,0
52525,16.0,1,Credit Card,Mobile Phone,3,1,4,1.0,208.0,0
52526,3.0,1,Debit Card,Laptop & Accessory,4,1,4,6.0,191.29,0
52527,2.0,2,UPI,Mobile Phone,5,0,2,11.0,175.35,0
52528,32.0,1,E wallet,Laptop & Accessory,5,1,3,1.0,159.42,0
52529,0.0,2,Debit Card,Fashion,4,1,8,16.0,176.92,0
52530,61.0,2,Debit Card,Laptop & Accessory,3,0,2,1.0,122.24,0
52531,11.0,1,Credit Card,Laptop & Accessory,3,1,1,5.0,166.85,1
52532,18.0,1,Credit Card,Grocery,4,1,4,5.0,218.1,0
52533,3.0,1,Debit Card,Others,2,0,1,6.0,164.49,1
52534,0.0,2,Debit Card,Laptop & Accessory,4,1,1,7.0,159.49,1
52535,13.0,3,E wallet,Laptop & Accessory,3,0,2,4.0,284.61,0
52536,18.0,3,Debit Card,Fashion,4,0,1,0.0,181.43,0
52537,13.0,3,Credit Card,Mobile Phone,2,1,3,4.0,242.25,0
52538,2.0,1,E wallet,Others,4,1,2,9.0,240.74,1
52539,14.0,3,E wallet,Mobile Phone,4,0,2,4.0,167.89,0
52540,15.0,3,Debit Card,Laptop & Accessory,2,0,1,1.0,179.11,0
52541,11.0,3,Debit Card,Laptop & Accessory,3,0,6,1.0,201.84,1
52542,15.0,1,Credit Card,Mobile Phone,4,0,3,3.0,210.1,0
52543,19.0,3,E wallet,Fashion,5,0,6,1.0,164.0,0
52544,10.0,1,Debit Card,Fashion,2,0,1,1.0,99.7,1
52545,1.0,2,Debit Card,Grocery,1,0,2,4.0,184.46,1
52546,7.0,1,UPI,Laptop & Accessory,2,0,1,15.0,206.79,1
52547,1.0,1,UPI,Fashion,5,0,2,1.0,219.43,0
52548,5.0,1,Credit Card,Fashion,4,1,3,3.0,222.26,1
52549,5.0,1,Debit Card,Grocery,4,0,4,2.0,221.77,0
52550,1.0,1,Debit Card,Mobile Phone,2,0,4,7.0,312.05,0
52551,4.0,3,Debit Card,Mobile Phone,3,0,5,4.0,176.95,0
52552,1.0,1,Debit Card,Mobile Phone,4,0,1,5.0,214.89,0
52553,17.0,1,Credit Card,Mobile Phone,5,0,4,4.0,192.78,0
52554,30.0,1,Credit Card,Laptop & Accessory,3,0,5,8.0,130.23,0
52555,1.0,1,Debit Card,Fashion,5,0,1,1.0,156.69,0
52556,31.0,1,UPI,Fashion,2,0,4,10.0,170.49,0
52557,7.0,1,Credit Card,Laptop & Accessory,3,1,3,1.0,189.36,0
52558,4.0,1,Credit Card,Mobile Phone,5,1,1,5.0,172.91,0
52559,1.0,2,COD,Mobile Phone,4,0,1,3.0,157.71,0
52560,7.0,1,Credit Card,Fashion,5,1,2,2.0,263.13,0
52561,16.0,1,UPI,Fashion,5,0,2,4.0,167.24,0
52562,12.0,1,Debit Card,Mobile Phone,3,0,3,2.0,221.75,0
52563,1.0,3,Debit Card,Fashion,2,0,7,3.0,189.28,0
52564,1.0,1,Credit Card,Laptop & Accessory,4,0,2,0.0,183.07,1
52565,5.0,1,Credit Card,Laptop & Accessory,4,0,1,30.0,181.49,0
52566,3.0,1,Debit Card,Laptop & Accessory,4,0,3,0.0,85.66,0
52567,3.0,1,Credit Card,Laptop & Accessory,3,0,3,9.0,106.37,1
52568,3.0,1,Debit Card,Fashion,5,1,6,2.0,259.36,0
52569,16.0,1,Credit Card,Others,5,1,1,7.0,90.49,1
52570,26.0,1,Credit Card,Laptop & Accessory,4,1,2,2.0,158.2,0
52571,5.0,1,Credit Card,Grocery,4,0,3,15.0,146.5,0
52572,24.0,1,Credit Card,Mobile Phone,4,0,1,1.0,206.42,0
52573,4.0,2,COD,Laptop & Accessory,3,0,3,2.0,78.82,0
52574,6.0,3,Debit Card,Laptop & Accessory,5,0,5,19.0,260.26,0
52575,3.0,1,COD,Fashion,4,0,3,1.0,241.14,0
52576,10.0,1,Debit Card,Fashion,5,0,3,4.0,285.21,0
52577,39.0,3,Credit Card,Laptop & Accessory,3,1,4,0.0,234.03,0
52578,9.0,3,Credit Card,Laptop & Accessory,4,1,5,11.0,88.43,1
52579,4.0,1,E wallet,Grocery,4,0,4,1.0,122.36,0
52580,10.0,2,E wallet,Laptop & Accessory,4,0,7,3.0,114.1,1
52581,1.0,1,E wallet,Grocery,3,0,5,3.0,42.87,1
52582,22.0,1,Debit Card,Laptop & Accessory,3,0,4,1.0,193.56,0
52583,7.0,1,E wallet,Mobile Phone,2,0,3,6.0,205.68,0
52584,6.0,1,Debit Card,Mobile Phone,3,0,3,4.0,223.31,0
52585,9.0,1,Debit Card,Mobile Phone,2,0,5,1.0,60.71,0
52586,10.0,1,Debit Card,Laptop & Accessory,3,1,2,12.0,151.32,0
52587,1.0,2,Credit Card,Laptop & Accessory,5,0,2,3.0,155.83,0
52588,11.0,1,E wallet,Fashion,5,0,6,3.0,153.52,0
52589,3.0,1,Debit Card,Laptop & Accessory,4,0,3,3.0,121.83,0
52590,13.0,1,Debit Card,Mobile Phone,2,0,4,0.0,198.04,0
52591,17.0,1,Credit Card,Grocery,3,0,1,0.0,149.43,0
52592,16.0,1,COD,Grocery,4,1,4,8.0,145.92,0
52593,8.0,3,Credit Card,Laptop & Accessory,3,1,2,8.0,136.7,0
52594,7.0,1,Credit Card,Fashion,2,0,4,7.0,271.96,0
52595,2.0,1,Credit Card,Mobile Phone,2,0,7,8.0,136.5,0
52596,15.0,3,E wallet,Laptop & Accessory,3,0,4,1.0,157.83,0
52597,3.0,1,COD,Mobile Phone,2,0,6,14.0,110.3,0
52598,7.0,3,Credit Card,Laptop & Accessory,2,0,4,0.0,249.63,0
52599,3.0,1,Credit Card,Mobile Phone,5,0,1,4.0,192.16,0
52600,1.0,1,UPI,Fashion,4,0,8,4.0,266.45,1
52601,10.0,1,COD,Grocery,1,1,4,3.0,250.48,0
52602,1.0,1,Debit Card,Fashion,3,0,4,6.0,254.79,0
52603,14.0,1,Credit Card,Mobile Phone,3,0,2,2.0,196.95,0
52604,4.0,3,E wallet,Others,1,1,4,2.0,96.67,0
52605,0.0,2,Credit Card,Mobile Phone,4,0,3,0.0,125.94,0
52606,7.0,2,Credit Card,Mobile Phone,3,1,3,26.0,130.48,1
52607,0.0,2,Credit Card,Grocery,3,0,2,5.0,172.65,0
52608,3.0,1,Debit Card,Laptop & Accessory,3,1,1,4.0,150.25,1
52609,12.0,1,Debit Card,Laptop & Accessory,3,0,2,0.0,199.47,0
52610,1.0,1,COD,Fashion,5,0,4,2.0,231.23,0
52611,18.0,2,Credit Card,Grocery,4,0,2,4.0,180.22,0
52612,0.0,1,UPI,Laptop & Accessory,5,1,3,7.0,174.65,0
52613,3.0,1,E wallet,Fashion,4,0,1,4.0,168.95,0
52614,14.0,3,Credit Card,Mobile Phone,4,0,3,17.0,233.95,0
52615,4.0,1,E wallet,Fashion,3,1,3,2.0,196.59,0
52616,1.0,1,Debit Card,Laptop & Accessory,4,1,2,9.0,208.06,0
52617,4.0,1,Credit Card,Others,5,1,2,6.0,148.31,1
52618,3.0,1,Credit Card,Grocery,1,0,3,0.0,211.0,0
52619,18.0,2,Credit Card,Mobile Phone,3,0,3,2.0,220.36,0
52620,4.0,3,Debit Card,Grocery,2,0,3,31.0,140.07,0
52621,16.0,1,Debit Card,Grocery,5,0,4,1.0,195.75,0
52622,22.0,1,Debit Card,Mobile Phone,4,0,1,1.0,200.31,0
52623,6.0,2,Credit Card,Others,5,0,3,4.0,190.93,0
52624,24.0,1,COD,Others,1,1,1,7.0,197.86,0
52625,5.0,1,COD,Laptop & Accessory,5,1,1,0.0,149.56,0
52626,33.0,3,Debit Card,Laptop & Accessory,1,0,1,2.0,148.09,0
52627,1.0,2,Debit Card,Laptop & Accessory,3,0,1,3.0,224.49,1
52628,12.0,1,Debit Card,Mobile Phone,2,0,1,6.0,148.25,0
52629,7.0,1,Debit Card,Laptop & Accessory,2,0,5,2.0,143.94,0
52630,5.0,2,E wallet,Laptop & Accessory,2,0,2,4.0,141.45,0
52631,10.0,2,UPI,Others,3,0,2,3.0,223.19,0
52632,12.0,3,Debit Card,Fashion,4,1,5,4.0,222.06,0
52633,0.0,1,Debit Card,Grocery,5,1,3,6.0,232.27,0
52634,2.0,3,Debit Card,Others,4,1,2,6.0,161.03,0
52635,12.0,1,Debit Card,Laptop & Accessory,2,0,5,1.0,115.49,0
52636,11.0,2,E wallet,Fashion,1,0,3,2.0,147.12,0
52637,34.0,1,Credit Card,Laptop & Accessory,3,0,2,2.0,137.91,0
52638,14.0,1,E wallet,Mobile Phone,4,0,6,2.0,135.85,0
52639,30.0,3,Credit Card,Laptop & Accessory,4,0,1,2.0,156.81,0
52640,12.0,1,Debit Card,Laptop & Accessory,4,0,3,0.0,150.65,0
52641,4.0,1,Debit Card,Laptop & Accessory,1,0,2,9.0,151.43,1
52642,1.0,3,Debit Card,Mobile Phone,3,0,3,3.0,196.0,0
52643,15.0,1,E wallet,Others,4,0,4,12.0,121.03,0
52644,10.0,3,E wallet,Laptop & Accessory,4,0,6,5.0,168.62,0
52645,0.0,1,E wallet,Mobile Phone,1,0,3,13.0,122.32,1
52646,4.0,1,Debit Card,Fashion,2,1,1,13.0,163.43,0
52647,31.0,3,E wallet,Mobile Phone,5,0,4,0.0,144.22,0
52648,7.0,1,Debit Card,Grocery,3,0,1,3.0,162.04,0
52649,6.0,3,Debit Card,Laptop & Accessory,4,0,2,1.0,187.46,0
52650,6.0,1,Credit Card,Laptop & Accessory,3,0,6,2.0,193.38,0
52651,2.0,3,Credit Card,Mobile Phone,4,0,5,1.0,97.3,0
52652,5.0,1,E wallet,Mobile Phone,3,0,1,0.0,188.97,0
52653,5.0,1,Credit Card,Laptop & Accessory,3,0,5,2.0,99.18,0
52654,1.0,3,Debit Card,Laptop & Accessory,3,0,3,7.0,270.37,0
52655,15.0,1,Debit Card,Fashion,3,0,4,13.0,47.4,0
52656,5.0,2,Debit Card,Laptop & Accessory,3,0,2,4.0,171.33,0
52657,17.0,3,Debit Card,Mobile Phone,3,0,5,1.0,111.92,0
52658,19.0,2,Debit Card,Others,4,0,3,3.0,167.39,0
52659,2.0,3,E wallet,Mobile Phone,3,0,4,6.0,119.78,0
52660,11.0,1,Debit Card,Mobile Phone,2,1,4,3.0,219.69,0
52661,6.0,1,E wallet,Laptop & Accessory,4,0,1,1.0,171.32,0
52662,21.0,1,Credit Card,Mobile Phone,4,0,7,7.0,77.76,0
52663,2.0,1,Debit Card,Fashion,5,0,1,8.0,175.43,0
52664,11.0,1,Credit Card,Fashion,4,0,2,7.0,192.01,0
52665,9.0,1,E wallet,Fashion,3,0,6,4.0,200.94,0
52666,3.0,1,Credit Card,Fashion,5,1,4,5.0,128.07,0
52667,1.0,1,Debit Card,Laptop & Accessory,3,0,2,6.0,190.45,0
52668,11.0,1,UPI,Laptop & Accessory,4,0,1,13.0,166.8,0
52669,13.0,3,Debit Card,Fashion,2,0,3,1.0,166.6,0
52670,4.0,1,UPI,Laptop & Accessory,4,0,3,4.0,182.38,0
52671,10.0,1,Debit Card,Grocery,5,0,4,3.0,130.2,0
52672,5.0,3,E wallet,Mobile Phone,3,0,5,1.0,124.7,0
52673,12.0,1,Credit Card,Mobile Phone,3,0,3,24.0,186.56,0
52674,2.0,3,Credit Card,Fashion,5,0,2,8.0,187.82,1
52675,22.0,1,Debit Card,Fashion,1,0,1,2.0,142.32,0
52676,3.0,1,Debit Card,Fashion,3,0,1,8.0,182.01,0
52677,5.0,2,E wallet,Fashion,5,0,3,1.0,257.65,1
52678,1.0,2,UPI,Mobile Phone,4,0,3,2.0,318.68,0
52679,1.0,1,Credit Card,Grocery,3,0,3,11.0,162.77,0
52680,7.0,3,Debit Card,Grocery,4,0,2,12.0,176.42,0
52681,3.0,1,Debit Card,Laptop & Accessory,3,1,4,8.0,160.29,0
52682,18.0,1,Credit Card,Fashion,1,0,3,26.0,156.77,0
52683,0.0,1,Debit Card,Grocery,3,0,5,1.0,277.32,0
52684,5.0,1,Debit Card,Mobile Phone,3,0,1,4.0,114.1,0
52685,4.0,1,Credit Card,Mobile Phone,3,0,2,3.0,136.66,0
52686,0.0,3,Credit Card,Fashion,3,0,3,5.0,130.94,0
52687,1.0,1,Debit Card,Laptop & Accessory,3,1,5,5.0,216.07,0
52688,5.0,1,Debit Card,Laptop & Accessory,2,0,3,5.0,207.28,0
52689,7.0,1,Credit Card,Fashion,2,0,5,2.0,184.54,0
52690,5.0,3,Debit Card,Mobile Phone,3,1,1,0.0,180.43,0
52691,8.0,3,UPI,Laptop & Accessory,3,1,3,2.0,172.37,0
52692,9.0,2,Debit Card,Mobile Phone,3,0,2,6.0,168.03,0
52693,0.0,3,Debit Card,Laptop & Accessory,4,0,2,2.0,70.94,1
52694,6.0,2,E wallet,Grocery,3,1,4,4.0,186.83,0
52695,33.0,3,Credit Card,Mobile Phone,2,0,2,21.0,195.1,0
52696,7.0,2,Debit Card,Mobile Phone,5,0,4,6.0,153.49,0
52697,11.0,1,Credit Card,Laptop & Accessory,2,0,1,13.0,214.77,0
52698,4.0,1,Debit Card,Fashion,5,0,6,2.0,111.13,0
52699,15.0,1,Credit Card,Others,5,1,2,4.0,142.13,0
52700,15.0,1,Debit Card,Fashion,4,0,4,1.0,196.13,0
52701,7.0,1,E wallet,Mobile Phone,3,0,2,3.0,150.79,1
52702,37.0,1,Credit Card,Grocery,4,0,2,1.0,239.55,0
52703,1.0,3,Credit Card,Laptop & Accessory,5,1,3,4.0,223.36,0
52704,0.0,1,E wallet,Laptop & Accessory,4,0,3,4.0,219.55,0
52705,15.0,2,Credit Card,Mobile Phone,2,0,3,1.0,206.68,0
52706,16.0,2,Credit Card,Laptop & Accessory,1,1,5,10.0,203.9,0
52707,1.0,3,Debit Card,Laptop & Accessory,2,0,7,1.0,73.96,0
52708,3.0,3,Debit Card,Mobile Phone,2,0,4,3.0,153.07,0
52709,0.0,2,E wallet,Mobile Phone,2,0,1,1.0,140.03,1
52710,3.0,1,E wallet,Grocery,3,1,5,1.0,68.94,0
52711,15.0,1,Debit Card,Laptop & Accessory,3,0,3,3.0,128.77,0
52712,7.0,1,UPI,Others,4,0,2,5.0,146.97,1
52713,4.0,2,Credit Card,Laptop & Accessory,2,0,4,0.0,200.49,1
52714,5.0,3,Credit Card,Mobile Phone,1,0,9,1.0,192.71,1
52715,0.0,2,Debit Card,Laptop & Accessory,4,0,4,2.0,158.56,1
52716,4.0,1,Debit Card,Mobile Phone,3,0,2,0.0,211.52,0
52717,10.0,1,Credit Card,Others,4,1,6,6.0,171.92,1
52718,37.0,1,Debit Card,Fashion,3,0,3,12.0,124.11,0
52719,19.0,1,Credit Card,Laptop & Accessory,4,0,5,6.0,166.25,0
52720,0.0,1,COD,Mobile Phone,4,0,4,5.0,103.59,0
52721,23.0,1,E wallet,Mobile Phone,4,1,2,15.0,237.88,0
52722,15.0,3,Credit Card,Laptop & Accessory,1,1,3,2.0,191.71,0
52723,15.0,1,Credit Card,Grocery,5,0,1,0.0,213.17,0
52724,6.0,1,Debit Card,Mobile Phone,3,0,4,0.0,159.47,0
52725,5.0,3,COD,Mobile Phone,2,0,2,12.0,198.12,0
52726,4.0,1,UPI,Laptop & Accessory,4,0,4,18.0,159.37,0
52727,1.0,1,Credit Card,Laptop & Accessory,3,0,1,0.0,188.08,0
52728,3.0,1,Debit Card,Grocery,1,1,3,13.0,186.1,0
52729,3.0,1,Debit Card,Laptop & Accessory,4,1,2,1.0,108.6,1
52730,7.0,1,Debit Card,Mobile Phone,3,0,4,2.0,176.69,0
52731,14.0,1,Credit Card,Fashion,4,0,2,7.0,146.46,0
52732,6.0,1,Debit Card,Laptop & Accessory,4,1,3,3.0,194.26,0
52733,1.0,1,Credit Card,Mobile Phone,1,0,5,7.0,232.95,0
52734,32.0,1,Credit Card,Mobile Phone,4,0,3,6.0,248.61,0
52735,29.0,3,Debit Card,Others,3,0,2,13.0,289.78,0
52736,15.0,1,E wallet,Fashion,3,0,5,3.0,148.79,0
52737,47.0,3,Debit Card,Others,1,0,1,4.0,213.71,0
52738,8.0,1,E wallet,Fashion,4,0,3,7.0,267.87,0
52739,33.0,1,Debit Card,Laptop & Accessory,4,0,3,18.0,243.29,0
52740,1.0,2,Debit Card,Laptop & Accessory,5,1,2,2.0,147.05,1
52741,5.0,1,Debit Card,Fashion,3,1,1,14.0,177.0,1
52742,3.0,1,COD,Mobile Phone,2,0,1,6.0,176.38,0
52743,2.0,2,Credit Card,Laptop & Accessory,3,1,3,12.0,190.79,1
52744,2.0,1,Credit Card,Others,1,1,4,2.0,259.8,0
52745,10.0,2,Debit Card,Laptop & Accessory,3,0,2,6.0,228.49,0
52746,15.0,3,Credit Card,Mobile Phone,5,0,2,3.0,143.11,0
52747,9.0,1,Debit Card,Fashion,2,1,1,3.0,212.14,0
52748,2.0,1,COD,Fashion,3,1,1,1.0,206.0,1
52749,17.0,1,COD,Laptop & Accessory,4,1,2,2.0,251.98,0
52750,10.0,3,E wallet,Mobile Phone,2,0,6,8.0,207.15,1
52751,5.0,3,COD,Laptop & Accessory,3,0,1,5.0,159.88,0
52752,11.0,3,Debit Card,Mobile Phone,5,1,2,1.0,235.99,0
52753,3.0,1,Debit Card,Mobile Phone,3,0,5,8.0,290.59,0
52754,4.0,2,Debit Card,Grocery,4,1,1,15.0,163.01,1
52755,25.0,1,Debit Card,Laptop & Accessory,2,0,2,3.0,128.08,0
52756,3.0,1,COD,Fashion,4,0,6,16.0,175.28,0
52757,6.0,3,Debit Card,Fashion,3,0,1,1.0,215.28,0
52758,22.0,1,UPI,Fashion,2,1,4,0.0,143.83,0
52759,12.0,3,E wallet,Mobile Phone,2,0,5,0.0,204.68,0
52760,1.0,1,Debit Card,Laptop & Accessory,1,1,5,5.0,160.58,1
52761,2.0,3,Debit Card,Fashion,5,0,3,6.0,82.72,0
52762,0.0,1,Debit Card,Others,3,1,3,5.0,152.46,0
52763,10.0,1,Debit Card,Mobile Phone,4,1,2,9.0,174.4,0
52764,6.0,1,Credit Card,Grocery,5,1,3,6.0,267.16,0
52765,1.0,1,Credit Card,Mobile Phone,2,0,3,7.0,133.53,0
52766,32.0,1,Credit Card,Grocery,5,0,2,4.0,154.58,0
52767,8.0,2,E wallet,Laptop & Accessory,4,0,6,1.0,175.22,0
52768,3.0,1,Debit Card,Fashion,4,0,2,1.0,200.84,0
52769,7.0,1,Debit Card,Grocery,5,0,3,16.0,174.54,0
52770,11.0,1,E wallet,Grocery,2,0,2,1.0,232.87,0
52771,1.0,1,Debit Card,Fashion,3,0,3,1.0,107.06,0
52772,3.0,3,Debit Card,Laptop & Accessory,2,0,1,12.0,297.82,0
52773,16.0,3,E wallet,Mobile Phone,5,0,5,12.0,181.41,0
52774,6.0,1,UPI,Laptop & Accessory,1,1,6,3.0,152.04,0
52775,8.0,1,UPI,Laptop & Accessory,5,1,1,28.0,129.17,1
52776,6.0,2,Debit Card,Laptop & Accessory,2,0,2,1.0,117.98,0
52777,0.0,1,Credit Card,Laptop & Accessory,4,0,3,3.0,156.14,0
52778,2.0,1,Debit Card,Fashion,4,0,1,1.0,165.89,0
52779,6.0,1,COD,Fashion,5,1,1,3.0,200.84,0
52780,2.0,1,Debit Card,Laptop & Accessory,3,0,2,27.0,157.17,1
52781,1.0,1,Debit Card,Fashion,3,0,2,2.0,160.42,0
52782,19.0,1,UPI,Laptop & Accessory,5,0,1,3.0,216.75,0
52783,40.0,1,COD,Laptop & Accessory,5,0,3,21.0,116.01,0
52784,16.0,1,Credit Card,Fashion,1,0,4,1.0,204.66,0
52785,19.0,1,Debit Card,Laptop & Accessory,4,0,2,6.0,252.43,0
52786,3.0,1,Credit Card,Mobile Phone,2,0,2,4.0,169.54,1
52787,32.0,1,E wallet,Laptop & Accessory,4,0,2,9.0,144.24,0
52788,2.0,1,Credit Card,Mobile Phone,4,1,1,3.0,180.39,0
52789,30.0,3,Debit Card,Laptop & Accessory,4,0,3,4.0,159.89,0
52790,53.0,1,Debit Card,Laptop & Accessory,3,0,4,3.0,130.99,0
52791,12.0,2,UPI,Mobile Phone,2,1,2,6.0,217.52,0
52792,40.0,1,Credit Card,Fashion,4,0,1,5.0,91.12,0
52793,8.0,2,E wallet,Laptop & Accessory,4,0,4,9.0,145.18,0
52794,3.0,1,Debit Card,Laptop & Accessory,5,0,2,3.0,76.74,0
52795,6.0,1,Credit Card,Laptop & Accessory,3,1,1,1.0,87.36,0
52796,9.0,3,COD,Mobile Phone,2,0,4,3.0,108.08,0
52797,1.0,1,Debit Card,Laptop & Accessory,2,0,4,11.0,237.04,0
52798,10.0,3,Credit Card,Laptop & Accessory,4,0,3,6.0,175.96,0
52799,40.0,1,Debit Card,Others,3,0,2,8.0,241.35,0
52800,2.0,3,Debit Card,Laptop & Accessory,4,1,4,5.0,185.66,0
52801,16.0,2,E wallet,Mobile Phone,2,1,5,8.0,187.02,0
52802,24.0,3,E wallet,Others,1,1,4,4.0,110.3,0
52803,29.0,1,Credit Card,Laptop & Accessory,5,0,6,1.0,135.23,0
52804,32.0,1,Debit Card,Fashion,5,0,2,4.0,248.43,0
52805,7.0,2,Debit Card,Laptop & Accessory,3,1,2,27.0,200.37,1
52806,38.0,3,UPI,Grocery,3,1,1,0.0,234.62,0
52807,14.0,3,Debit Card,Grocery,5,0,4,12.0,189.77,0
52808,2.0,1,E wallet,Mobile Phone,2,0,6,2.0,165.12,0
52809,6.0,2,Debit Card,Laptop & Accessory,5,0,1,0.0,220.64,1
52810,13.0,1,UPI,Mobile Phone,1,1,2,4.0,226.68,0
52811,3.0,1,UPI,Others,5,1,3,16.0,125.37,1
52812,10.0,1,Debit Card,Laptop & Accessory,4,0,5,4.0,216.92,1
52813,11.0,1,E wallet,Others,3,0,2,3.0,178.44,0
52814,2.0,3,Debit Card,Fashion,4,0,4,0.0,185.24,0
52815,8.0,1,Debit Card,Laptop & Accessory,1,0,1,22.0,242.01,0
52816,15.0,1,Credit Card,Fashion,2,0,7,1.0,193.15,1
52817,7.0,1,Credit Card,Laptop & Accessory,3,0,1,19.0,141.2,1
52818,0.0,1,Debit Card,Mobile Phone,4,0,4,2.0,186.04,0
52819,0.0,1,Credit Card,Laptop & Accessory,2,0,3,3.0,226.13,0
52820,4.0,1,Debit Card,Mobile Phone,3,0,1,0.0,180.83,1
52821,26.0,1,Debit Card,Mobile Phone,3,1,6,3.0,188.27,0
52822,3.0,3,Credit Card,Mobile Phone,4,0,3,0.0,211.64,0
52823,10.0,3,Credit Card,Fashion,5,1,5,7.0,209.19,0
52824,3.0,1,Credit Card,Fashion,2,0,1,4.0,325.0,0
52825,4.0,1,Credit Card,Others,2,0,3,1.0,157.93,0
52826,19.0,1,UPI,Fashion,4,0,1,4.0,156.96,0
52827,13.0,2,Credit Card,Fashion,3,0,3,7.0,228.22,0
52828,1.0,1,Debit Card,Mobile Phone,4,1,1,3.0,229.63,1
52829,6.0,1,Credit Card,Laptop & Accessory,3,0,2,1.0,143.34,0
52830,0.0,1,Credit Card,Laptop & Accessory,3,0,8,9.0,197.9,0
52831,7.0,3,Credit Card,Mobile Phone,3,0,3,1.0,141.61,0
52832,11.0,1,Credit Card,Fashion,3,1,3,4.0,242.64,0
52833,1.0,1,Debit Card,Fashion,4,0,2,2.0,202.67,0
52834,3.0,3,Debit Card,Others,4,0,3,2.0,152.01,0
52835,5.0,2,Credit Card,Mobile Phone,3,0,3,1.0,119.28,0
52836,25.0,2,Debit Card,Mobile Phone,4,1,4,5.0,105.29,0
52837,50.0,1,Credit Card,Grocery,2,0,5,10.0,179.43,0
52838,0.0,3,Credit Card,Mobile Phone,4,0,5,0.0,234.07,0
52839,14.0,2,Credit Card,Mobile Phone,3,1,5,2.0,129.96,0
52840,5.0,3,Credit Card,Grocery,2,0,1,9.0,233.97,0
52841,5.0,2,Debit Card,Mobile Phone,5,0,4,6.0,212.27,0
52842,14.0,2,COD,Fashion,3,0,2,1.0,219.83,0
52843,25.0,1,E wallet,Others,4,0,3,3.0,131.11,0
52844,30.0,1,Credit Card,Mobile Phone,5,0,6,11.0,194.08,0
52845,9.0,2,Debit Card,Laptop & Accessory,4,0,4,5.0,140.84,0
52846,4.0,1,Debit Card,Fashion,4,0,2,9.0,202.7,0
52847,15.0,1,Credit Card,Fashion,3,0,4,4.0,208.3,0
52848,3.0,1,Debit Card,Laptop & Accessory,5,0,4,1.0,177.44,0
52849,8.0,3,Debit Card,Mobile Phone,2,1,4,0.0,299.49,1
52850,4.0,1,Debit Card,Mobile Phone,5,0,5,6.0,194.39,0
52851,11.0,3,Credit Card,Grocery,4,0,1,0.0,241.17,0
52852,3.0,1,Credit Card,Laptop & Accessory,4,0,2,2.0,162.14,0
52853,2.0,1,Credit Card,Mobile Phone,3,1,4,2.0,180.5,0
52854,25.0,1,UPI,Mobile Phone,2,0,6,1.0,108.94,0
52855,1.0,1,Debit Card,Mobile Phone,3,0,4,4.0,223.65,0
52856,7.0,1,Credit Card,Others,4,1,2,24.0,157.4,0
52857,2.0,1,Debit Card,Others,4,0,2,11.0,102.3,1
52858,0.0,1,Credit Card,Laptop & Accessory,4,0,6,1.0,165.06,0
52859,0.0,3,Credit Card,Laptop & Accessory,5,1,3,0.0,182.18,1
52860,2.0,1,Debit Card,Laptop & Accessory,5,0,2,8.0,224.22,0
52861,20.0,2,Debit Card,Mobile Phone,3,0,2,6.0,158.52,0
52862,3.0,1,E wallet,Fashion,2,0,3,5.0,230.47,0
52863,30.0,1,Debit Card,Mobile Phone,3,0,3,4.0,180.82,0
52864,9.0,1,Credit Card,Laptop & Accessory,5,0,3,7.0,186.4,0
52865,6.0,2,UPI,Laptop & Accessory,3,1,1,4.0,118.51,0
52866,9.0,2,Credit Card,Laptop & Accessory,3,0,2,4.0,195.15,0
52867,7.0,2,E wallet,Mobile Phone,4,0,3,2.0,207.56,0
52868,14.0,1,E wallet,Fashion,4,1,1,8.0,196.87,0
52869,3.0,2,Debit Card,Laptop & Accessory,5,0,4,1.0,168.34,1
52870,4.0,1,Debit Card,Laptop & Accessory,3,1,4,11.0,149.64,1
52871,22.0,1,E wallet,Fashion,5,0,6,5.0,46.3,0
52872,29.0,1,E wallet,Grocery,3,1,3,5.0,248.24,0
52873,22.0,1,Debit Card,Laptop & Accessory,5,1,3,13.0,170.94,1
52874,5.0,1,Debit Card,Mobile Phone,3,0,3,5.0,165.06,0
52875,15.0,2,Debit Card,Laptop & Accessory,5,0,1,1.0,154.57,0
52876,6.0,1,E wallet,Laptop & Accessory,5,1,2,8.0,174.98,0
52877,7.0,1,Credit Card,Fashion,4,1,3,14.0,257.12,0
