customer_id,churn_risk_pct,risk_tier,tenure_months,satisfaction_score,complaint_status,prefered_order_cat,preferred_payment_mode,day_since_last_order,order_count,cashback_amount,rfm_segment,r_score,f_score,m_score,recommended_action
50058,25.64,Low,2.0,4,No,Laptop & Accessory,Debit Card,0.0,2,130.82,Potential Loyalist,5,1,1,Standard Loyalty Nurture
53441,25.64,Low,4.0,3,No,Mobile Phone,Debit Card,1.0,6,220.72,Champions,4,5,5,Standard Loyalty Nurture
51685,25.62,Low,1.0,4,No,Grocery,Credit Card,11.0,3,223.74,At Risk,1,3,5,Standard Loyalty Nurture
50445,25.61,Low,17.0,5,Yes (Active Ticket),Fashion,Credit Card,2.0,3,206.51,Loyal Customers,4,3,4,Standard Loyalty Nurture
54699,25.6,Low,1.0,1,No,Laptop & Accessory,Credit Card,1.0,2,197.62,Potential Loyalist,4,2,4,Standard Loyalty Nurture
55159,25.6,Low,6.0,1,No,Grocery,Credit Card,2.0,5,167.91,Loyal Customers,4,5,3,Standard Loyalty Nurture
52829,25.59,Low,6.0,3,No,Laptop & Accessory,Credit Card,1.0,2,143.34,Potential Loyalist,5,2,2,Standard Loyalty Nurture
53506,25.59,Low,10.0,5,Yes (Active Ticket),Laptop & Accessory,COD,2.0,8,151.92,Loyal Customers,4,5,2,Standard Loyalty Nurture
53876,25.59,Low,5.0,4,No,Mobile Phone,E wallet,3.0,3,179.75,Loyal Customers,3,3,3,Standard Loyalty Nurture
54383,25.59,Low,9.0,4,No,Mobile Phone,Credit Card,6.0,1,187.5,Promising,2,1,3,Standard Loyalty Nurture
54983,25.59,Low,11.0,5,No,Laptop & Accessory,Debit Card,8.0,4,178.73,At Risk,1,4,3,Standard Loyalty Nurture
52293,25.58,Low,2.0,4,No,Laptop & Accessory,Debit Card,4.0,2,252.79,Potential Loyalist,3,2,5,Standard Loyalty Nurture
54362,25.58,Low,9.0,4,No,Laptop & Accessory,Credit Card,5.0,2,103.1,Hibernating,2,2,1,Standard Loyalty Nurture
55272,25.58,Low,1.0,3,No,Fashion,Credit Card,1.0,3,220.73,Champions,4,4,5,Standard Loyalty Nurture
50627,25.56,Low,6.0,4,No,Fashion,Credit Card,4.0,2,127.94,Potential Loyalist,3,2,1,Standard Loyalty Nurture
51135,25.56,Low,11.0,3,No,Mobile Phone,Debit Card,5.0,1,172.58,Promising,2,1,3,Standard Loyalty Nurture
53600,25.55,Low,11.0,2,No,Mobile Phone,Debit Card,4.0,2,174.57,Potential Loyalist,3,2,3,Standard Loyalty Nurture
54483,25.52,Low,8.0,3,No,Laptop & Accessory,Credit Card,3.0,4,194.44,Loyal Customers,3,4,4,Standard Loyalty Nurture
55581,25.52,Low,0.0,4,No,Laptop & Accessory,E wallet,1.0,4,136.56,Loyal Customers,4,5,2,Standard Loyalty Nurture
52467,25.51,Low,5.0,3,No,Laptop & Accessory,Debit Card,4.0,4,152.59,Loyal Customers,3,4,2,Standard Loyalty Nurture
54653,25.48,Low,6.0,5,No,Grocery,Credit Card,1.0,2,186.43,Potential Loyalist,4,2,3,Standard Loyalty Nurture
53185,25.47,Low,7.0,4,No,Grocery,Credit Card,6.0,5,168.04,At Risk,2,5,3,Standard Loyalty Nurture
52056,25.46,Low,11.0,3,Yes (Active Ticket),Fashion,E wallet,4.0,5,123.95,Loyal Customers,3,5,1,Standard Loyalty Nurture
55176,25.44,Low,17.0,5,Yes (Active Ticket),Laptop & Accessory,Credit Card,8.0,5,239.24,At Risk,1,5,5,Standard Loyalty Nurture
52353,25.42,Low,9.0,4,No,Fashion,Debit Card,6.0,1,108.59,Hibernating,2,1,1,Standard Loyalty Nurture
50011,25.41,Low,0.0,4,No,Laptop & Accessory,Debit Card,4.0,3,186.57,Loyal Customers,3,3,3,Standard Loyalty Nurture
50517,25.4,Low,5.0,3,No,Others,Debit Card,2.0,5,214.08,Champions,4,5,4,Standard Loyalty Nurture
52975,25.39,Low,5.0,3,No,Mobile Phone,Credit Card,2.0,1,168.11,Potential Loyalist,4,1,3,Standard Loyalty Nurture
55504,25.37,Low,7.0,4,No,Laptop & Accessory,Debit Card,7.0,4,195.97,At Risk,2,4,4,Standard Loyalty Nurture
50339,25.36,Low,6.0,1,No,Grocery,E wallet,3.0,4,279.08,Loyal Customers,3,4,5,Standard Loyalty Nurture
52285,25.36,Low,2.0,5,No,Mobile Phone,Credit Card,4.0,1,180.21,Potential Loyalist,3,1,3,Standard Loyalty Nurture
50426,25.35,Low,8.0,5,No,Grocery,Debit Card,4.0,4,133.67,Loyal Customers,3,4,1,Standard Loyalty Nurture
52224,25.35,Low,3.0,1,No,Mobile Phone,Credit Card,10.0,2,219.24,Need Attention,1,2,5,Standard Loyalty Nurture
54455,25.35,Low,20.0,2,Yes (Active Ticket),Grocery,UPI,0.0,1,66.13,Potential Loyalist,5,1,1,Standard Loyalty Nurture
55067,25.35,Low,6.0,4,No,Grocery,UPI,5.0,1,158.39,Hibernating,2,1,2,Standard Loyalty Nurture
51461,25.34,Low,5.0,3,No,Laptop & Accessory,E wallet,3.0,7,82.15,Loyal Customers,3,5,1,Standard Loyalty Nurture
50480,25.32,Low,7.0,3,No,Mobile Phone,UPI,0.0,3,165.09,Loyal Customers,5,3,3,Standard Loyalty Nurture
52618,25.32,Low,3.0,1,No,Grocery,Credit Card,0.0,3,211.0,Loyal Customers,5,3,4,Standard Loyalty Nurture
52852,25.32,Low,3.0,4,No,Laptop & Accessory,Credit Card,2.0,2,162.14,Potential Loyalist,4,2,2,Standard Loyalty Nurture
50363,25.31,Low,6.0,3,No,Grocery,Debit Card,1.0,5,256.3,Champions,5,5,5,Standard Loyalty Nurture
54350,25.31,Low,10.0,5,No,Laptop & Accessory,Credit Card,4.0,2,105.62,Potential Loyalist,3,2,1,Standard Loyalty Nurture
52541,25.28,Low,11.0,3,No,Laptop & Accessory,Debit Card,1.0,6,201.84,Champions,5,5,4,Standard Loyalty Nurture
52819,25.28,Low,0.0,2,No,Laptop & Accessory,Credit Card,3.0,3,226.13,Loyal Customers,3,3,5,Standard Loyalty Nurture
54358,25.28,Low,10.0,1,No,Mobile Phone,Credit Card,3.0,3,147.97,Loyal Customers,3,3,2,Standard Loyalty Nurture
54735,25.28,Low,6.0,1,No,Laptop & Accessory,Debit Card,1.0,6,140.24,Loyal Customers,4,5,2,Standard Loyalty Nurture
52120,25.27,Low,21.0,2,Yes (Active Ticket),Others,Credit Card,2.0,6,253.96,Champions,4,5,5,Standard Loyalty Nurture
55019,25.27,Low,8.0,5,No,Fashion,UPI,7.0,2,153.45,Hibernating,2,2,2,Standard Loyalty Nurture
54533,25.26,Low,3.0,5,No,Fashion,Debit Card,11.0,9,210.7,At Risk,1,5,4,Standard Loyalty Nurture
50252,25.24,Low,5.0,2,No,Laptop & Accessory,Debit Card,4.0,2,236.58,Potential Loyalist,3,2,5,Standard Loyalty Nurture
52979,25.24,Low,12.0,3,No,Mobile Phone,Debit Card,11.0,2,172.95,Need Attention,1,2,3,Standard Loyalty Nurture
53891,25.24,Low,14.0,2,Yes (Active Ticket),Laptop & Accessory,Debit Card,7.0,3,152.23,At Risk,2,3,2,Standard Loyalty Nurture
51766,25.23,Low,4.0,4,No,Fashion,E wallet,7.0,5,123.38,At Risk,2,5,1,Standard Loyalty Nurture
54868,25.23,Low,2.0,3,No,Fashion,Debit Card,3.0,2,185.26,Potential Loyalist,3,2,3,Standard Loyalty Nurture
51557,25.22,Low,9.0,1,No,Grocery,Credit Card,5.0,2,206.24,Need Attention,2,2,4,Standard Loyalty Nurture
52043,25.19,Low,7.0,4,No,Laptop & Accessory,Credit Card,12.0,3,260.9,At Risk,1,3,5,Standard Loyalty Nurture
52123,25.19,Low,34.0,2,No,Fashion,E wallet,26.0,3,102.53,At Risk,1,3,1,Standard Loyalty Nurture
54918,25.19,Low,5.0,4,No,Fashion,Debit Card,7.0,4,231.08,At Risk,2,4,5,Standard Loyalty Nurture
52635,25.18,Low,12.0,2,No,Laptop & Accessory,Debit Card,1.0,5,115.49,Loyal Customers,5,5,1,Standard Loyalty Nurture
53110,25.16,Low,10.0,2,Yes (Active Ticket),Laptop & Accessory,Debit Card,3.0,6,250.58,Loyal Customers,3,5,5,Standard Loyalty Nurture
55115,25.14,Low,3.0,4,No,Mobile Phone,Credit Card,2.0,4,161.77,Loyal Customers,4,4,2,Standard Loyalty Nurture
53774,25.13,Low,13.0,5,Yes (Active Ticket),Fashion,COD,1.0,1,152.93,Potential Loyalist,4,1,2,Standard Loyalty Nurture
54748,25.13,Low,0.0,4,No,Fashion,Credit Card,0.0,3,111.41,Loyal Customers,5,4,1,Standard Loyalty Nurture
54186,25.11,Low,10.0,4,No,Fashion,E wallet,6.0,2,177.28,Need Attention,2,2,3,Standard Loyalty Nurture
51087,25.1,Low,10.0,3,No,Mobile Phone,E wallet,5.0,6,272.24,At Risk,2,5,5,Standard Loyalty Nurture
50715,25.09,Low,4.0,2,No,Fashion,Credit Card,7.0,7,117.69,At Risk,2,5,1,Standard Loyalty Nurture
52436,25.09,Low,5.0,4,No,Fashion,Debit Card,11.0,2,193.96,Need Attention,1,2,4,Standard Loyalty Nurture
54928,25.09,Low,3.0,3,No,Laptop & Accessory,UPI,5.0,2,186.93,Need Attention,2,2,3,Standard Loyalty Nurture
53560,25.07,Low,6.0,5,No,Fashion,Debit Card,3.0,5,118.94,Loyal Customers,3,5,1,Standard Loyalty Nurture
50036,25.06,Low,17.0,5,Yes (Active Ticket),Laptop & Accessory,Debit Card,3.0,3,176.99,Loyal Customers,4,3,3,Standard Loyalty Nurture
53284,25.06,Low,21.0,3,Yes (Active Ticket),Laptop & Accessory,Credit Card,0.0,8,171.42,Loyal Customers,5,5,3,Standard Loyalty Nurture
54745,25.06,Low,3.0,4,No,Laptop & Accessory,E wallet,4.0,3,190.75,Loyal Customers,3,4,4,Standard Loyalty Nurture
55381,25.06,Low,3.0,5,No,Mobile Phone,Debit Card,7.0,1,188.79,Promising,2,1,4,Standard Loyalty Nurture
53414,25.05,Low,4.0,3,No,Fashion,E wallet,0.0,4,162.86,Loyal Customers,5,4,2,Standard Loyalty Nurture
52182,25.04,Low,2.0,3,No,Laptop & Accessory,Credit Card,2.0,3,211.08,Loyal Customers,4,3,4,Standard Loyalty Nurture
50047,25.02,Low,4.0,3,No,Fashion,Debit Card,1.0,2,140.15,Potential Loyalist,5,1,2,Standard Loyalty Nurture
54884,25.02,Low,2.0,5,No,Mobile Phone,Credit Card,3.0,1,218.62,Potential Loyalist,3,1,5,Standard Loyalty Nurture
54822,25.0,Low,3.0,5,No,Fashion,E wallet,4.0,1,177.1,Potential Loyalist,3,1,3,Standard Loyalty Nurture
51380,24.99,Low,9.0,3,No,Others,E wallet,1.0,4,89.62,Loyal Customers,5,4,1,Standard Loyalty Nurture
50709,24.98,Low,3.0,5,No,Laptop & Accessory,E wallet,13.0,2,179.07,Need Attention,1,2,3,Standard Loyalty Nurture
55262,24.98,Low,18.0,2,Yes (Active Ticket),Fashion,Debit Card,3.0,1,98.73,Potential Loyalist,3,1,1,Standard Loyalty Nurture
51057,24.97,Low,15.0,3,Yes (Active Ticket),Laptop & Accessory,Credit Card,2.0,3,155.51,Loyal Customers,4,3,2,Standard Loyalty Nurture
54823,24.97,Low,5.0,5,No,Fashion,Debit Card,14.0,1,220.59,Promising,1,1,5,Standard Loyalty Nurture
51586,24.95,Low,1.0,1,No,Others,COD,12.0,3,237.05,At Risk,1,3,5,Standard Loyalty Nurture
54681,24.95,Low,3.0,3,No,Fashion,COD,3.0,3,171.99,Loyal Customers,3,3,3,Standard Loyalty Nurture
54763,24.95,Low,14.0,2,Yes (Active Ticket),Mobile Phone,Credit Card,10.0,2,227.85,Need Attention,1,2,5,Standard Loyalty Nurture
54048,24.94,Low,8.0,4,Yes (Active Ticket),Laptop & Accessory,Credit Card,1.0,5,192.3,Champions,4,5,4,Standard Loyalty Nurture
55619,24.94,Low,8.0,1,No,Laptop & Accessory,UPI,1.0,2,148.46,Loyal Customers,4,3,2,Standard Loyalty Nurture
55414,24.93,Low,1.0,2,No,Fashion,Credit Card,1.0,4,219.56,Champions,4,4,5,Standard Loyalty Nurture
53997,24.91,Low,4.0,5,No,Mobile Phone,E wallet,2.0,3,74.86,Loyal Customers,4,3,1,Standard Loyalty Nurture
55027,24.9,Low,3.0,3,No,Fashion,E wallet,2.0,4,172.61,Loyal Customers,4,4,3,Standard Loyalty Nurture
50606,24.89,Low,6.0,2,No,Others,E wallet,0.0,3,158.96,Loyal Customers,5,3,2,Standard Loyalty Nurture
53870,24.89,Low,1.0,3,No,Fashion,E wallet,1.0,3,168.71,Loyal Customers,4,3,3,Standard Loyalty Nurture
50064,24.88,Low,4.0,4,No,Fashion,E wallet,11.0,4,146.6,At Risk,1,4,2,Standard Loyalty Nurture
54876,24.88,Low,10.0,4,No,Mobile Phone,Debit Card,1.0,1,80.94,Potential Loyalist,4,1,1,Standard Loyalty Nurture
50589,24.87,Low,1.0,3,No,Grocery,Debit Card,5.0,2,219.63,Need Attention,2,2,5,Standard Loyalty Nurture
50909,24.86,Low,3.0,5,No,Grocery,Credit Card,2.0,3,113.06,Loyal Customers,4,3,1,Standard Loyalty Nurture
52559,24.86,Low,1.0,4,No,Mobile Phone,COD,3.0,1,157.71,Potential Loyalist,3,1,2,Standard Loyalty Nurture
50080,24.85,Low,1.0,5,No,Fashion,E wallet,5.0,4,139.54,Loyal Customers,3,4,2,Standard Loyalty Nurture
54732,24.85,Low,1.0,3,No,Mobile Phone,COD,0.0,4,249.68,Champions,5,4,5,Standard Loyalty Nurture
50394,24.84,Low,15.0,3,Yes (Active Ticket),Fashion,E wallet,1.0,2,144.78,Potential Loyalist,5,2,2,Standard Loyalty Nurture
54904,24.84,Low,4.0,5,No,Laptop & Accessory,Credit Card,5.0,3,166.04,At Risk,2,4,3,Standard Loyalty Nurture
50068,24.83,Low,16.0,3,No,Fashion,COD,17.0,3,130.3,At Risk,1,3,1,Standard Loyalty Nurture
53569,24.82,Low,15.0,2,No,Laptop & Accessory,Debit Card,6.0,4,325.0,At Risk,2,4,5,Standard Loyalty Nurture
53763,24.82,Low,8.0,5,No,Laptop & Accessory,Credit Card,1.0,4,178.62,Loyal Customers,4,4,3,Standard Loyalty Nurture
50251,24.81,Low,3.0,3,No,Grocery,E wallet,0.0,1,314.92,Potential Loyalist,5,1,5,Standard Loyalty Nurture
50505,24.81,Low,12.0,2,No,Mobile Phone,Credit Card,9.0,5,135.55,At Risk,1,5,2,Standard Loyalty Nurture
52155,24.8,Low,1.0,5,No,Laptop & Accessory,UPI,2.0,1,192.81,Potential Loyalist,4,1,4,Standard Loyalty Nurture
54826,24.79,Low,2.0,3,No,Mobile Phone,E wallet,3.0,4,154.62,Loyal Customers,3,4,2,Standard Loyalty Nurture
50620,24.78,Low,14.0,5,Yes (Active Ticket),Mobile Phone,Debit Card,1.0,3,227.89,Loyal Customers,5,3,5,Standard Loyalty Nurture
51657,24.78,Low,8.0,4,No,Mobile Phone,Credit Card,6.0,1,74.16,Hibernating,2,1,1,Standard Loyalty Nurture
51888,24.78,Low,3.0,5,No,Grocery,Debit Card,4.0,1,194.19,Potential Loyalist,3,1,4,Standard Loyalty Nurture
51965,24.78,Low,8.0,5,No,Laptop & Accessory,Credit Card,14.0,2,242.33,Need Attention,1,2,5,Standard Loyalty Nurture
53117,24.78,Low,13.0,3,Yes (Active Ticket),Fashion,Credit Card,0.0,3,139.44,Loyal Customers,5,3,2,Standard Loyalty Nurture
53186,24.78,Low,8.0,5,No,Mobile Phone,Debit Card,14.0,4,186.19,At Risk,1,4,3,Standard Loyalty Nurture
51579,24.77,Low,9.0,2,No,Mobile Phone,Credit Card,3.0,1,187.08,Potential Loyalist,3,1,3,Standard Loyalty Nurture
52496,24.77,Low,7.0,2,No,Grocery,E wallet,1.0,2,211.62,Potential Loyalist,5,2,4,Standard Loyalty Nurture
53427,24.77,Low,8.0,3,No,Fashion,E wallet,1.0,5,155.38,Loyal Customers,4,5,2,Standard Loyalty Nurture
54787,24.76,Low,21.0,3,Yes (Active Ticket),Mobile Phone,E wallet,3.0,3,107.5,Loyal Customers,3,4,1,Standard Loyalty Nurture
51704,24.74,Low,7.0,5,No,Fashion,Debit Card,0.0,1,200.88,Potential Loyalist,5,1,4,Standard Loyalty Nurture
52514,24.74,Low,7.0,1,No,Mobile Phone,Debit Card,1.0,2,236.17,Potential Loyalist,5,2,5,Standard Loyalty Nurture
53908,24.74,Low,4.0,4,No,Fashion,Credit Card,2.0,3,144.77,Loyal Customers,4,3,2,Standard Loyalty Nurture
55474,24.73,Low,12.0,3,Yes (Active Ticket),Mobile Phone,Debit Card,2.0,6,249.39,Champions,4,5,5,Standard Loyalty Nurture
50835,24.72,Low,7.0,1,No,Fashion,Debit Card,10.0,4,196.19,At Risk,1,4,4,Standard Loyalty Nurture
51269,24.72,Low,9.0,1,No,Laptop & Accessory,Debit Card,2.0,2,242.49,Potential Loyalist,4,2,5,Standard Loyalty Nurture
53188,24.72,Low,4.0,5,No,Fashion,Debit Card,3.0,7,142.71,Loyal Customers,3,5,2,Standard Loyalty Nurture
55310,24.72,Low,22.0,1,Yes (Active Ticket),Laptop & Accessory,Debit Card,1.0,3,108.84,Loyal Customers,4,4,1,Standard Loyalty Nurture
50687,24.71,Low,8.0,3,No,Grocery,COD,9.0,6,179.19,At Risk,1,5,3,Standard Loyalty Nurture
53449,24.71,Low,9.0,3,No,Mobile Phone,Debit Card,5.0,4,214.74,At Risk,2,4,4,Standard Loyalty Nurture
54282,24.71,Low,13.0,3,Yes (Active Ticket),Laptop & Accessory,Debit Card,4.0,1,215.8,Potential Loyalist,3,1,4,Standard Loyalty Nurture
50590,24.7,Low,2.0,3,No,Fashion,Debit Card,3.0,3,230.39,Loyal Customers,3,3,5,Standard Loyalty Nurture
55457,24.7,Low,5.0,3,No,Mobile Phone,Credit Card,3.0,4,145.02,Loyal Customers,3,4,2,Standard Loyalty Nurture
50703,24.69,Low,4.0,5,No,Others,Credit Card,0.0,1,163.14,Potential Loyalist,5,1,2,Standard Loyalty Nurture
51437,24.69,Low,4.0,2,No,Mobile Phone,Debit Card,10.0,4,187.19,At Risk,1,4,3,Standard Loyalty Nurture
53407,24.69,Low,20.0,1,Yes (Active Ticket),Fashion,Debit Card,5.0,1,76.58,Hibernating,2,1,1,Standard Loyalty Nurture
50594,24.68,Low,4.0,4,No,Mobile Phone,Debit Card,5.0,6,188.19,At Risk,2,5,3,Standard Loyalty Nurture
55455,24.66,Low,12.0,2,No,Laptop & Accessory,Credit Card,6.0,4,162.65,At Risk,2,4,2,Standard Loyalty Nurture
52841,24.65,Low,5.0,5,No,Mobile Phone,Debit Card,6.0,4,212.27,At Risk,2,4,4,Standard Loyalty Nurture
54613,24.65,Low,7.0,3,No,Mobile Phone,Debit Card,3.0,3,160.88,Loyal Customers,3,3,2,Standard Loyalty Nurture
50511,24.63,Low,10.0,4,Yes (Active Ticket),Mobile Phone,Debit Card,2.0,4,201.75,Champions,4,4,4,Standard Loyalty Nurture
55368,24.63,Low,5.0,3,No,Laptop & Accessory,Debit Card,1.0,4,186.33,Loyal Customers,4,4,3,Standard Loyalty Nurture
51817,24.62,Low,4.0,5,No,Fashion,Debit Card,5.0,2,186.69,Need Attention,2,2,3,Standard Loyalty Nurture
55254,24.62,Low,1.0,2,No,Laptop & Accessory,Debit Card,0.0,3,242.56,Champions,5,4,5,Standard Loyalty Nurture
51870,24.61,Low,13.0,3,Yes (Active Ticket),Mobile Phone,Debit Card,8.0,1,165.51,Promising,2,1,3,Standard Loyalty Nurture
53534,24.61,Low,4.0,3,No,Mobile Phone,Credit Card,1.0,2,269.1,Potential Loyalist,4,2,5,Standard Loyalty Nurture
50577,24.6,Low,2.0,2,No,Mobile Phone,Credit Card,3.0,1,212.43,Potential Loyalist,3,1,4,Standard Loyalty Nurture
51920,24.6,Low,5.0,2,No,Laptop & Accessory,COD,0.0,3,198.01,Loyal Customers,5,3,4,Standard Loyalty Nurture
55250,24.6,Low,6.0,3,No,Mobile Phone,Credit Card,3.0,3,258.22,Loyal Customers,3,4,5,Standard Loyalty Nurture
51829,24.58,Low,16.0,4,No,Mobile Phone,Debit Card,37.0,3,250.38,At Risk,1,3,5,Standard Loyalty Nurture
54206,24.58,Low,7.0,1,No,Laptop & Accessory,E wallet,3.0,5,137.53,Loyal Customers,3,5,2,Standard Loyalty Nurture
50683,24.56,Low,2.0,5,Yes (Active Ticket),Laptop & Accessory,E wallet,2.0,2,157.55,Potential Loyalist,4,2,2,Standard Loyalty Nurture
53390,24.56,Low,11.0,1,No,Mobile Phone,UPI,0.0,1,173.05,Potential Loyalist,5,1,3,Standard Loyalty Nurture
54952,24.56,Low,1.0,4,No,Laptop & Accessory,Debit Card,2.0,3,146.68,Loyal Customers,4,4,2,Standard Loyalty Nurture
54522,24.55,Low,9.0,4,No,Fashion,Credit Card,6.0,1,161.72,Hibernating,2,1,2,Standard Loyalty Nurture
52242,24.54,Low,0.0,4,No,Mobile Phone,Debit Card,3.0,1,154.4,Potential Loyalist,3,1,2,Standard Loyalty Nurture
52644,24.54,Low,10.0,4,No,Laptop & Accessory,E wallet,5.0,6,168.62,At Risk,2,5,3,Standard Loyalty Nurture
54813,24.54,Low,0.0,2,No,Laptop & Accessory,Debit Card,10.0,4,225.02,At Risk,1,4,5,Standard Loyalty Nurture
52550,24.52,Low,1.0,2,No,Mobile Phone,Debit Card,7.0,4,312.05,At Risk,2,4,5,Standard Loyalty Nurture
53213,24.52,Low,2.0,4,No,Laptop & Accessory,E wallet,4.0,2,182.86,Potential Loyalist,3,2,3,Standard Loyalty Nurture
50059,24.5,Low,0.0,3,No,Mobile Phone,Credit Card,1.0,2,112.37,Potential Loyalist,5,1,1,Standard Loyalty Nurture
51333,24.5,Low,3.0,3,No,Laptop & Accessory,UPI,6.0,4,258.11,At Risk,2,4,5,Standard Loyalty Nurture
50126,24.49,Low,6.0,5,No,Laptop & Accessory,Debit Card,4.0,1,171.09,Potential Loyalist,3,1,3,Standard Loyalty Nurture
51391,24.49,Low,3.0,2,No,Mobile Phone,Credit Card,1.0,4,179.83,Loyal Customers,5,4,3,Standard Loyalty Nurture
55652,24.49,Low,0.0,5,No,Fashion,Debit Card,2.0,4,206.38,Champions,4,5,4,Standard Loyalty Nurture
54595,24.48,Low,6.0,4,No,Laptop & Accessory,Debit Card,6.0,4,212.02,At Risk,2,4,4,Standard Loyalty Nurture
52757,24.47,Low,6.0,3,No,Fashion,Debit Card,1.0,1,215.28,Potential Loyalist,5,1,4,Standard Loyalty Nurture
52540,24.46,Low,15.0,2,No,Laptop & Accessory,Debit Card,1.0,1,179.11,Potential Loyalist,5,1,3,Standard Loyalty Nurture
52825,24.46,Low,4.0,2,No,Others,Credit Card,1.0,3,157.93,Loyal Customers,5,3,2,Standard Loyalty Nurture
54529,24.46,Low,8.0,1,No,Laptop & Accessory,Credit Card,3.0,1,249.84,Potential Loyalist,3,1,5,Standard Loyalty Nurture
50173,24.45,Low,7.0,4,No,Laptop & Accessory,Credit Card,1.0,1,164.37,Potential Loyalist,5,1,3,Standard Loyalty Nurture
51109,24.44,Low,12.0,3,No,Grocery,Credit Card,16.0,5,102.58,At Risk,1,5,1,Standard Loyalty Nurture
52958,24.44,Low,20.0,1,Yes (Active Ticket),Others,Credit Card,1.0,3,201.24,Loyal Customers,5,3,4,Standard Loyalty Nurture
52735,24.4,Low,29.0,3,No,Others,Debit Card,13.0,2,289.78,Need Attention,1,2,5,Standard Loyalty Nurture
55377,24.4,Low,9.0,2,No,Laptop & Accessory,Credit Card,7.0,1,187.13,Promising,2,1,3,Standard Loyalty Nurture
54166,24.39,Low,5.0,3,No,Laptop & Accessory,UPI,5.0,3,204.79,At Risk,2,3,4,Standard Loyalty Nurture
53028,24.38,Low,10.0,4,No,Others,Debit Card,1.0,2,109.07,Potential Loyalist,5,2,1,Standard Loyalty Nurture
50825,24.37,Low,8.0,4,No,Laptop & Accessory,Debit Card,1.0,4,108.94,Loyal Customers,5,4,1,Standard Loyalty Nurture
53215,24.36,Low,3.0,1,No,Laptop & Accessory,Debit Card,0.0,1,214.2,Potential Loyalist,5,1,4,Standard Loyalty Nurture
51011,24.34,Low,3.0,3,No,Laptop & Accessory,Credit Card,4.0,5,198.78,Loyal Customers,3,5,4,Standard Loyalty Nurture
51433,24.34,Low,7.0,2,No,Mobile Phone,E wallet,1.0,2,178.01,Potential Loyalist,5,2,3,Standard Loyalty Nurture
51445,24.34,Low,20.0,5,Yes (Active Ticket),Laptop & Accessory,Debit Card,6.0,2,137.77,Hibernating,2,2,2,Standard Loyalty Nurture
53140,24.34,Low,1.0,4,No,Laptop & Accessory,Debit Card,6.0,5,202.89,At Risk,2,5,4,Standard Loyalty Nurture
50356,24.33,Low,10.0,3,No,Mobile Phone,Debit Card,0.0,2,163.9,Potential Loyalist,5,2,3,Standard Loyalty Nurture
50853,24.32,Low,2.0,2,No,Laptop & Accessory,Debit Card,0.0,3,306.62,Loyal Customers,5,3,5,Standard Loyalty Nurture
51690,24.31,Low,14.0,3,Yes (Active Ticket),Laptop & Accessory,Debit Card,3.0,4,236.33,Loyal Customers,3,4,5,Standard Loyalty Nurture
52333,24.31,Low,9.0,4,No,Grocery,COD,4.0,1,167.11,Potential Loyalist,3,1,3,Standard Loyalty Nurture
52093,24.28,Low,2.0,5,No,Fashion,UPI,0.0,4,216.51,Champions,5,4,4,Standard Loyalty Nurture
51542,24.26,Low,1.0,2,No,Fashion,UPI,13.0,5,212.36,At Risk,1,5,4,Standard Loyalty Nurture
55303,24.26,Low,14.0,3,Yes (Active Ticket),Mobile Phone,Credit Card,4.0,4,203.35,Loyal Customers,3,4,4,Standard Loyalty Nurture
51846,24.25,Low,3.0,1,No,Fashion,Debit Card,0.0,1,206.97,Potential Loyalist,5,1,4,Standard Loyalty Nurture
52753,24.25,Low,3.0,3,No,Mobile Phone,Debit Card,8.0,5,290.59,At Risk,2,5,5,Standard Loyalty Nurture
53075,24.23,Low,9.0,3,No,Fashion,Credit Card,0.0,1,201.24,Potential Loyalist,5,1,4,Standard Loyalty Nurture
54682,24.23,Low,3.0,5,No,Grocery,COD,7.0,4,223.99,At Risk,2,4,5,Standard Loyalty Nurture
51066,24.21,Low,13.0,4,Yes (Active Ticket),Others,E wallet,9.0,2,159.02,Hibernating,1,2,2,Standard Loyalty Nurture
53024,24.21,Low,4.0,2,No,Laptop & Accessory,E wallet,6.0,3,194.24,At Risk,2,3,4,Standard Loyalty Nurture
54976,24.21,Low,6.0,3,No,Laptop & Accessory,Debit Card,6.0,3,244.05,At Risk,2,4,5,Standard Loyalty Nurture
52369,24.2,Low,4.0,4,No,Laptop & Accessory,Credit Card,6.0,6,232.58,At Risk,2,5,5,Standard Loyalty Nurture
51014,24.19,Low,0.0,1,No,Others,UPI,12.0,1,233.28,Promising,1,1,5,Standard Loyalty Nurture
52391,24.19,Low,5.0,3,No,Mobile Phone,Debit Card,0.0,4,163.6,Loyal Customers,5,4,2,Standard Loyalty Nurture
53851,24.19,Low,5.0,5,No,Laptop & Accessory,Credit Card,3.0,1,182.31,Potential Loyalist,3,1,3,Standard Loyalty Nurture
54750,24.19,Low,16.0,4,Yes (Active Ticket),Laptop & Accessory,E wallet,2.0,2,132.6,Potential Loyalist,4,2,1,Standard Loyalty Nurture
53205,24.18,Low,11.0,4,Yes (Active Ticket),Laptop & Accessory,Debit Card,1.0,1,171.85,Potential Loyalist,5,1,3,Standard Loyalty Nurture
53347,24.18,Low,3.0,1,No,Grocery,Debit Card,3.0,3,213.76,Loyal Customers,3,3,4,Standard Loyalty Nurture
53550,24.18,Low,8.0,3,No,Fashion,UPI,1.0,2,150.94,Potential Loyalist,4,2,2,Standard Loyalty Nurture
